"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","board.number","board.name","board.type","school.number","school.name","school.type","school.special.condition.code","school.level","school.language","grade.range","street","city","province","postal.code","enrolment","latitude","longitude","percentage.of.students.whose.first.language.is.not.english","percentage.of.students.whose.first.language.is.not.french","percentage.of.students.who.are.new.to.canada.from.a.non.english.speaking.country","percentage.of.students.who.are.new.to.canada.from.a.non.french.speaking.country","percentage.of.students.receiving.special.education.services","percentage.of.students.identified.as.gifted","percentage.of.school.aged.children.who.live.in.low.income.households","percentage.of.students.whose.parents.have.no.degree..diploma.or.certificate","confirmed_unidentified_cases"
2021-09-13,2021-09-14,"Avon Maitland District School Board","507725","Shakespeare Public School","Stratford",2,0," 0",2,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","507725","Shakespeare Public School","Public","Not applicable","Elementary","English","JK-6","35 Mowat St","Stratford","Ontario","N5A2B8","175",43.36207,-80.9829,0,100,0,0,15,0,20,10,0
2021-09-13,2021-09-14,"Bruce-Grey Catholic District School Board","732800","St Teresa of Calcutta Catholic School","Brockton",1,0," 0",1,"B67008","Bruce-Grey CDSB","Cath Dist Sch Brd (E/F)","732800","St Teresa of Calcutta Catholic School","Catholic","Not applicable","Elementary","English","JK-8","81 Cemetery Rd","Walkerton","Ontario","N0G2V0","275",44.11552,-81.1478,0,100,5,0,20,0,15,5,0
2021-09-13,2021-09-14,"Catholic District School Board of Eastern Ontario","691127","J L Jordan Separate School","Brockville",0,1," 0",1,"B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)","691127","J L Jordan Separate School","Catholic","Not applicable","Elementary","English","JK-6","294 First Ave","Brockville","Ontario","K6V3B7","130",44.60939,-75.6797,0,100,0,0,20,0,20,0,0
2021-09-13,2021-09-14,"Catholic District School Board of Eastern Ontario","758787","Sacred Heart of Jesus Separate School","Lanark Highlands",0,1," 0",1,"B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)","758787","Sacred Heart of Jesus Separate School","Catholic","Not applicable","Elementary","English","JK-8","134 North St","Lanark","Ontario","K0G1K0","80",45.0189,-76.3693,0,100,0,0,30,0,30,0,0
2021-09-13,2021-09-14,"Catholic District School Board of Eastern Ontario","769312","St Andrew's Separate School","South Stormont",2,0," 0",2,"B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)","769312","St Andrew's Separate School","Catholic","Not applicable","Elementary","English","JK-8","17283 County Road 18","St. Andrew's West","Ontario","K0C2A0","205",45.0965,-74.8003,0,95,0,0,25,0,15,5,0
2021-09-13,2021-09-14,"Catholic District School Board of Eastern Ontario","814555","St. Mark Catholic School","Prescott",1,0," 0",1,"B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)","814555","St. Mark Catholic School","Catholic","Not applicable","Elementary","English","JK-8","420 McAuley Rd 4","Prescott","Ontario","K0E1T0","385",44.72303,-75.5147,0,100,0,0,25,0,20,5,0
2021-09-13,2021-09-14,"Catholic District School Board of Eastern Ontario","733067","St. Thomas Aquinas Catholic High School","Russell",0,1," 0",1,"B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)","733067","St. Thomas Aquinas Catholic High School","Catholic","Not applicable","Secondary","English","9-12","1211 South Russell Rd 2","Russell","Ontario","K4R1E5","465",45.2514,-75.3531,0,95,0,0,25,0,5,0,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","488291","Ã‰cole Ã©lÃ©mentaire publique Carrefour Jeunesse","Clarence-Rockland",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","488291","École élémentaire publique Carrefour Jeunesse","Public","Not applicable","Elementary","French","JK-8","927 St-Jean rue","Rockland","Ontario","K4K1P4","420",45.54392,-75.2882,80,20,0,0,15,0,10,5,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","412597","Ã‰cole Ã©lÃ©mentaire publique Charlotte Lemieux","Ottawa",2,0," 0",2,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","412597","École élémentaire publique Charlotte Lemieux","Public","Not applicable","Elementary","French","JK-6","2093 Bel-Air promenade","Ottawa","Ontario","K2C0X2","490",45.36288,-75.7631,80,75,20,20,10,0,40,15,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","417726","Ã‰cole Ã©lÃ©mentaire publique Des Sentiers","Ottawa",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","417726","École élémentaire publique Des Sentiers","Public","Not applicable","Elementary","French","JK-6","2159 Nantes rue","Orléans","Ontario","K4A4C4","425",45.4595,-75.4612,75,45,0,5,0,0,10,0,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","302864","Ã‰cole Ã©lÃ©mentaire publique L'HÃ©ritage","Cornwall",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","907464","École secondaire publique L'Héritage","Public","Not applicable","Secondary","French","9-12","1111 Montréal chemin","Cornwall","Ontario","K6H1E1","195",45.01868,-74.7002,60,50,0,0,0,0,15,10,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","323187","Ã‰cole Ã©lÃ©mentaire publique Louis-Riel","Ottawa",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","323187","École élémentaire publique Louis-Riel","Public","Not applicable","Elementary","French","7-8","1655 Bearbrook chemin","Gloucester","Ontario","K1B4N3","350",45.4416,-75.5708,85,40,10,10,15,0,20,10,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","327445","Ã‰cole Ã©lÃ©mentaire publique MichaÃ«lle-Jean","Ottawa",6,0," 0",6,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","327445","École élémentaire publique Michaëlle-Jean","Public","Not applicable","Elementary","French","JK-8","11 Claridge promenade","Barrhaven","Ontario","K2J5A3","695",45.2882,-75.7263,62,76,5,5,5,0,9,2,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","530457","Ã‰cole Ã©lÃ©mentaire publique Michel-Dupuis","Ottawa",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","530457","École élémentaire publique Michel-Dupuis","Public","Not applicable","Elementary","French","JK-8","715 Brian Good avenue","Ottawa","Ontario","K4M1B2","365",45.26721,-75.6932,70,80,0,5,5,0,10,0,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","250627","Ã‰cole Ã©lÃ©mentaire publique Nouvel Horizon","Hawkesbury",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","250627","École élémentaire publique Nouvel Horizon","Public","Not applicable","Elementary","French","JK-6","433 Cartier boulevard","Hawkesbury","Ontario","K6A1V9","295",45.60632,-74.6013,90,10,0,0,20,0,25,10,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","195774","Ã‰cole Ã©lÃ©mentaire publique SÃ©raphin-Marion","Ottawa",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","195774","École élémentaire publique Séraphin-Marion","Public","Not applicable","Elementary","French","JK-6","2147 Loyola avenue","Ottawa","Ontario","K1J7W3","355",45.4527,-75.5922,80,55,20,20,10,0,40,15,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","912662","Ã‰cole secondaire publique GisÃ¨le-Lalonde","Ottawa",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","912662","École secondaire publique Gisèle-Lalonde","Public","Not applicable","Secondary","French","9-12","500 Millennium boulevard","Orléans","Ontario","K4A4X3","705",45.46873,-75.4453,87,36,3,3,15,0,10,3,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","898582","Ã‰cole secondaire publique L'AcadÃ©mie de la Seigneurie","Casselman",1,0," 0",1,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","898582","École secondaire publique L'Académie de la Seigneurie","Public","Not applicable","Secondary","French","9-12","731 des Pommiers rue","Casselman","Ontario","K0A1M0","75",45.30454,-75.0903,80,20,0,0,30,0,10,0,0
2021-09-13,2021-09-14,"Conseil des Ã©coles publiques de l'Est de l'Ontario","907464","Ã‰cole secondaire publique L'HÃ©ritage","Cornwall",2,0," 0",2,"B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)","907464","École secondaire publique L'Héritage","Public","Not applicable","Secondary","French","9-12","1111 Montréal chemin","Cornwall","Ontario","K6H1E1","195",45.01868,-74.7002,60,50,0,0,0,0,15,10,0
2021-09-13,2021-09-14,"Conseil scolaire catholique MonAvenir","841308","Ã‰Ã‰C Saint-Michel","Toronto",0,1," 0",1,"B67300","Conseil scolaire catholique Providence","Cath Dist Sch Brd (E/F)","832626","École élémentaire catholique Saint-Michel","Catholic","Not applicable","Elementary","French","JK-8","33 Sherman rue","Leamington","Ontario","N8H5H6","480",42.04378,-82.5942,15,90,0,0,10,0,15,30,0
2021-09-13,2021-09-14,"Conseil scolaire catholique Providence","728772","Ã‰cole secondaire catholique l'Essor","Tecumseh",3,0," 0",3,"B67300","Conseil scolaire catholique Providence","Cath Dist Sch Brd (E/F)","728772","École secondaire catholique l'Essor","Catholic","Not applicable","Secondary","French","9-12","13605 St.Gregory chemin","Tecumseh","Ontario","N8N3E4","800",42.31441,-82.863,25,84,1,1,27,1,10,7,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique de l'Est ontarien","798304","Ã‰cole Ã©lÃ©mentaire catholique Saint-Isidore","The Nation Municipality",1,0," 0",1,"B67326","CSDC de l'Est ontarien","Cath Dist Sch Brd (E/F)","798304","École élémentaire catholique Saint-Isidore","Catholic","Not applicable","Elementary","French","JK-6","20 de l'École rue","St-Isidore","Ontario","K0C2B0","170",45.38432,-74.906,90,10,0,0,30,0,15,10,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique de l'Est ontarien","813257","Ã‰cole Ã©lÃ©mentaire catholique Saint-Joseph (Wendover)","Alfred and Plantagenet",1,0," 0",1,"B67326","CSDC de l'Est ontarien","Cath Dist Sch Brd (E/F)","813257","École élémentaire catholique Saint-Joseph (Wendover)","Catholic","Not applicable","Elementary","French","JK-6","3250 Principale rue","Wendover","Ontario","K0A3K0","185",45.57206,-75.1303,95,5,0,0,10,0,10,0,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique des Grandes RiviÃ¨res","835358","Ã‰cole catholique Saint-Michel","Temiskaming Shores",3,0," 0",3,"B67300","Conseil scolaire catholique Providence","Cath Dist Sch Brd (E/F)","832626","École élémentaire catholique Saint-Michel","Catholic","Not applicable","Elementary","French","JK-8","33 Sherman rue","Leamington","Ontario","N8H5H6","480",42.04378,-82.5942,15,90,0,0,10,0,15,30,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","705390","Ã‰cole Ã©lÃ©mentaire catholique De la DÃ©couverte","Ottawa",3,0," 0",3,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","705390","École élémentaire catholique De la Découverte","Catholic","Not applicable","Elementary","French","JK-6","866 Scala av.","Cumberland","Ontario","K4A4T6","495",45.46363,-75.4672,70,25,5,0,15,0,0,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","703168","Ã‰cole Ã©lÃ©mentaire catholique Des Pionniers","Ottawa",2,0," 0",2,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","703168","École élémentaire catholique Des Pionniers","Catholic","Not applicable","Elementary","French","JK-6","720 Merkley prom.","Orléans","Ontario","K4A1L8","435",45.47393,-75.4813,80,20,0,5,20,0,10,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","864730","Ã‰cole Ã©lÃ©mentaire catholique George-Ã‰tienne-Cartier","Ottawa",0,1," 0",1,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","864730","École élémentaire catholique George-Étienne-Cartier","Catholic","Not applicable","Elementary","French","JK-6","880 Thorndale prom.","Ottawa","Ontario","K1V6Y3","385",45.36354,-75.6721,55,60,10,5,15,0,20,0,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","725536","Ã‰cole Ã©lÃ©mentaire catholique La VÃ©rendrye","Ottawa",1,0," 0",1,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","725536","École élémentaire catholique La Vérendrye","Catholic","Not applicable","Elementary","French","JK-6","614 Eastvale prom.","Gloucester","Ontario","K1J6Z6","455",45.46041,-75.5976,70,40,10,10,10,0,20,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","753157","Ã‰cole Ã©lÃ©mentaire catholique Marius-Barbeau","Ottawa",1,1," 0",2,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","753157","École élémentaire catholique Marius-Barbeau","Catholic","Not applicable","Elementary","French","JK-8","1345 Nottinghill av.","Ottawa","Ontario","K1V6T3","290",45.37166,-75.6566,75,50,15,15,15,0,45,15,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","796656","Ã‰cole Ã©lÃ©mentaire catholique Notre-Place","Ottawa",2,1," 0",3,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","796656","École élémentaire catholique Notre-Place","Catholic","Not applicable","Elementary","French","JK-6","665 Des Aubepines Drive","Orleans","Ontario","K4A0Z3","460",45.44741,-75.4844,80,25,0,0,10,0,10,0,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","688762","Ã‰cole Ã©lÃ©mentaire catholique Pierre-Elliott-Trudeau","Ottawa",5,0," 0",5,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","688762","École élémentaire catholique Pierre-Elliott-Trudeau","Catholic","Not applicable","Elementary","French","JK-6","601 Longfields prom.","Nepean","Ontario","K2J4X1","415",45.2853,-75.7445,50,55,0,0,15,0,10,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","709387","Ã‰cole Ã©lÃ©mentaire catholique Sainte-Bernadette","Ottawa",2,0," 0",2,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","709387","École élémentaire catholique Sainte-Bernadette","Catholic","Not applicable","Elementary","French","JK-6","3781 Sixth rue","Gloucester","Ontario","K1T1K5","385",45.35191,-75.6232,55,60,10,10,5,0,15,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","733402","Ã‰cole Ã©lÃ©mentaire catholique Sainte-Kateri","Ottawa",2,0," 0",2,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","733402","École élémentaire catholique Sainte-Kateri","Catholic","Not applicable","Elementary","French","JK-6","2450 River Mist Chemin","Ottawa","Ontario","K2J0S2","435",45.24559,-75.7367,50,55,0,0,15,0,5,0,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","793027","Ã‰cole Ã©lÃ©mentaire catholique Saint-FranÃ§ois-d'Assise","Ottawa",5,0," 0",5,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","793027","École élémentaire catholique Saint-François-d'Assise","Catholic","Not applicable","Elementary","French","JK-6","35 Melrose av.","Ottawa","Ontario","K1Y1T8","350",45.40242,-75.7237,60,50,20,15,10,0,25,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","752625","Ã‰cole Ã©lÃ©mentaire catholique Saint-RÃ©mi","Ottawa",1,0," 0",1,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","752625","École élémentaire catholique Saint-Rémi","Catholic","Not applicable","Elementary","French","JK-6","100 promenade Walden","KANATA","Ontario","K2K0G8","465",45.3278,-75.9235,55,55,5,0,15,0,10,0,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","752550","Ã‰cole intermÃ©diaire catholique Franco-CitÃ©","Ottawa",1,0," 0",1,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","752550","École intermédiaire catholique Franco-Cité","Catholic","Not applicable","Elementary","French","7-8","623 Smyth chemin","Ottawa","Ontario","K1G1N7","560",45.4005,-75.642,70,51,9,10,15,0,24,5,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","685986","Ã‰cole intermÃ©diaire catholique Paul-Desmarais","Ottawa",1,0," 0",1,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","685986","École intermédiaire catholique Paul-Desmarais","Catholic","Not applicable","Elementary","French","7-8","5315 Abbott rue","Ottawa","Ontario","K2S0X3","390",45.27385,-75.8969,60,50,5,0,20,0,10,0,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","751120","Ã‰cole intermÃ©diaire catholique Samuel-Genest","Ottawa",1,0," 0",1,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","751120","École intermédiaire catholique Samuel-Genest","Catholic","Not applicable","Elementary","French","7-8","704 Carson chemin","Ottawa","Ontario","K1K2H3","375",45.44244,-75.6288,85,35,15,15,25,0,30,10,0
2021-09-13,2021-09-14,"Conseil scolaire de district catholique du Centre-Est de l'Ontario","695955","Ã‰cole secondaire catholique CollÃ¨ge catholique Samuel-Genest","Ottawa",3,0," 0",3,"B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)","695955","École secondaire catholique Collège catholique Samuel-Genest","Catholic","Not applicable","Secondary","French","9-12","704 Carson's chemin","Ottawa","Ontario","K1K2H3","725",45.44095,-75.6292,91,24,17,17,21,0,28,9,0
2021-09-13,2021-09-14,"Conseil scolaire public du Grand Nord de l'Ontario","242853","Ã‰cole publique Hanmer","Greater Sudbury",1,0," 0",1,"B28118","CS public du Grand Nord de l'Ontario","Pub Dist Sch Brd (E/F)","242853","École publique Hanmer","Public","Not applicable","Elementary","French","7-8","4800 Notre Dame avenue","Hanmer","Ontario","P3P1X5","75",46.65914,-80.9435,70,20,0,0,30,0,10,0,0
2021-09-13,2021-09-14,"Conseil scolaire Viamonde","447621","Ã‰cole Ã©lÃ©mentaire Charles-Sauriol","Toronto",1,0," 0",1,"B66303","CS Viamonde","Pub Dist Sch Brd (E/F)","447621","École élémentaire Charles-Sauriol","Public","Not applicable","Elementary","French","JK-8","55 Pelham avenue","Toronto","Ontario","M6N1A5","410",43.66801,-79.4557,50,60,10,10,10,0,15,0,0
2021-09-13,2021-09-14,"Conseil scolaire Viamonde","165417","Ã‰cole Ã©lÃ©mentaire Horizon Jeunesse","Mississauga",0,2," 0",2,"B66303","CS Viamonde","Pub Dist Sch Brd (E/F)","165417","École élémentaire Horizon Jeunesse","Public","Not applicable","Elementary","French","JK-6","1445 Lewisham promenade","Mississauga","Ontario","L5J3R2","185",43.51673,-79.6448,70,55,15,15,10,0,30,5,0
2021-09-13,2021-09-14,"Conseil scolaire Viamonde","019735","Ã‰cole Ã©lÃ©mentaire La MosaÃ¯que","Toronto",2,0," 0",2,"B66303","CS Viamonde","Pub Dist Sch Brd (E/F)","019735","École élémentaire La Mosaïque","Public","Not applicable","Elementary","French","JK-6","80 Queensdale av","East York","Ontario","M4J1Y3","540",43.68714,-79.3303,57,48,5,5,5,0,15,4,0
2021-09-13,2021-09-14,"Conseil scolaire Viamonde","191313","Ã‰cole Ã©lÃ©mentaire La Pommeraie","London",2,1," 0",3,"B66303","CS Viamonde","Pub Dist Sch Brd (E/F)","191313","École élémentaire La Pommeraie","Public","Not applicable","Elementary","French","JK-6","3500 Settlement Trail","London","Ontario","N6P0B6","305",42.93211,-81.3054,30,90,5,0,5,0,20,5,0
2021-09-13,2021-09-14,"Conseil scolaire Viamonde","925326","Ã‰cole secondaire RomÃ©o Dallaire","Barrie",1,0," 0",1,"B66303","CS Viamonde","Pub Dist Sch Brd (E/F)","925326","École secondaire Roméo Dallaire","Public","Not applicable","Secondary","French","9-12","736 Essa chemin","Barrie","Ontario","L4N9E9","135",44.32609,-79.7158,55,55,0,0,20,0,10,0,0
2021-09-13,2021-09-14,"District School Board of Niagara","505005","Applewood Public School","St. Catharines",0,1," 0",1,"B66150","DSB Niagara","Pub Dist Sch Brd (E/F)","505005","Applewood Public School","Public","Not applicable","Elementary","English","JK-6","130 Woodrow St","St Catharines","Ontario","L2P3T7","180",43.14727,-79.2028,20,100,10,10,15,0,30,10,0
2021-09-13,2021-09-14,"District School Board of Niagara","281000","Jacob Beam Public School","Lincoln",1,0," 0",1,"B66150","DSB Niagara","Pub Dist Sch Brd (E/F)","281000","Jacob Beam Public School","Public","Not applicable","Elementary","English","JK-8","4300 William St","Beamsville","Ontario","L0R1B0","255",43.1656,-79.4792,0,100,5,0,10,0,5,0,0
2021-09-13,2021-09-14,"District School Board of Niagara","414514","Oakridge Public School","St. Catharines",0,1," 0",1,"B66150","DSB Niagara","Pub Dist Sch Brd (E/F)","414514","Oakridge Public School","Public","Not applicable","Elementary","English","JK-8","1 Marsdale Avenue","St Catharines","Ontario","L2T3R7","340",43.13692,-79.243,20,100,10,10,10,0,20,5,0
2021-09-13,2021-09-14,"District School Board of Niagara","455202","Prince of Wales Public School","Thorold",4,0," 0",4,"B66150","DSB Niagara","Pub Dist Sch Brd (E/F)","455202","Prince of Wales Public School","Public","Not applicable","Elementary","English","JK-8","40 Pine St S","Thorold","Ontario","L2V3L4","180",43.12244,-79.2026,0,100,0,5,25,0,25,5,0
2021-09-13,2021-09-14,"District School Board Ontario North East","361747","W Earle Miller Public School","Timmins",1,0," 0",1,"B28002","DSB Ontario North East","Pub Dist Sch Brd (E/F)","361747","W Earle Miller Public School","Public","Not applicable","Elementary","English","JK-6","200 Victoria Ave","Timmins","Ontario","P4N8G9","330",48.49205,-81.3416,5,100,5,5,10,0,20,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","706337","Father Clair Tipping School","Brampton",2,0," 0",2,"B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)","706337","Father Clair Tipping School","Catholic","Not applicable","Elementary","English","JK-8","25 Mountainberry Rd","Brampton","Ontario","L6R1J3","240",43.76465,-79.7314,30,100,0,0,15,0,10,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","716405","Holy Family School","Caledon",5,0," 0",5,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","716294","Holy Family Elementary School","Catholic","Not applicable","Elementary","English","JK-8","329 Hudson Dr","London","Ontario","N5V1E4","205",42.9916,-81.1566,5,100,5,5,15,0,20,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","776092","St Basil School","Mississauga",1,0," 0",1,"B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)","776092","St Basil School","Catholic","Not applicable","Elementary","English","JK-8","4235 Golden Orchard Dr","Mississauga","Ontario","L4W3G1","255",43.6232,-79.6126,30,100,0,0,15,0,15,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","776742","St Benedict Elementary School","Orangeville",0,1," 0",1,"B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)","776742","St Benedict Elementary School","Catholic","Not applicable","Elementary","English","JK-8","345 Blind Line","Orangeville","Ontario","L9W4X1","495",43.93045,-80.116,5,100,0,0,10,0,10,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","783870","St Christopher School","Mississauga",1,0," 0",1,"B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)","783870","St Christopher School","Catholic","Not applicable","Elementary","English","JK-8","1195 Clarkson Rd N","Mississauga","Ontario","L5J2W1","460",43.52178,-79.6262,20,100,0,0,10,0,15,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","807712","St. Daniel Comboni Catholic Elementary School","Brampton",1,0," 0",1,"B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)","807712","St. Daniel Comboni Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","120 Veterans Drive","Brampton","Ontario","L7A3Z7","525",43.681,-79.8412,14,100,15,16,10,0,15,2,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","797316","St Herbert School","Mississauga",1,0," 0",1,"B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)","797316","St Herbert School","Catholic","Not applicable","Elementary","English","JK-8","5180 Fallingbrook Dr","Mississauga","Ontario","L5V2C6","350",43.58592,-79.6847,20,100,10,15,15,0,20,5,0
2021-09-13,2021-09-14,"Dufferin-Peel Catholic District School Board","864570","St. Michael Catholic Secondary School","Caledon",0,3," 0",3,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","832758","St Michael Separate School","Catholic","Not applicable","Elementary","English","JK-8","926 Maitland St","London","Ontario","N5Y2X1","320",43.0042,-81.2446,50,95,60,60,10,0,50,30,0
2021-09-13,2021-09-14,"Durham Catholic District School Board","803057","St John Bosco Catholic School","Oshawa",1,0," 0",1,"B67105","Durham CDSB","Cath Dist Sch Brd (E/F)","803057","St John Bosco Catholic School","Catholic","Not applicable","Elementary","English","JK-8","1600 Clearbrook Dr","Oshawa","Ontario","L1K2P6","535",43.9453,-78.8582,3,100,3,3,13,0,12,1,0
2021-09-13,2021-09-14,"Durham Catholic District School Board","762733","St Josephine Bakhita Catholic Elementary School","Ajax",1,0," 0",1,"B67105","Durham CDSB","Cath Dist Sch Brd (E/F)","762733","St Josephine Bakhita Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","51 Williamson Dr E","Ajax","Ontario","L1T0B4","660",43.89132,-79.032,5,100,3,3,9,0,14,3,0
2021-09-13,2021-09-14,"Durham Catholic District School Board","818844","St Leo Catholic School","Whitby",2,0," 0",2,"B67105","Durham CDSB","Cath Dist Sch Brd (E/F)","818844","St Leo Catholic School","Catholic","Not applicable","Elementary","English","JK-8","120 Watford St","Brooklin","Ontario","L1M1H2","220",43.9642,-78.9507,5,100,0,0,15,0,0,0,0
2021-09-13,2021-09-14,"Durham District School Board","092886","Vimy Ridge Public School","Ajax",0,1," 0",1,"B66060","Durham DSB","Pub Dist Sch Brd (E/F)","092886","Vimy Ridge Public School","Public","Not applicable","Elementary","English","JK-8","40 Telford Street East","Ajax","Ontario","L1T4Z4","700",43.87849,-79.0485,44,99,5,6,7,0,15,5,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","041947","Bellewood Public School","Windsor",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","041947","Bellewood Public School","Public","Not applicable","Elementary","English","JK-8","2500 Labelle St","Windsor","Ontario","N9E1B6","955",42.2669,-83.0407,31,100,5,6,4,1,17,2,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","134880","David Maxwell Public School","Windsor",8,0," 0",8,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","134880","David Maxwell Public School","Public","Not applicable","Elementary","English","JK-8","1648 Francois Rd","Windsor","Ontario","N8Y4L9","225",42.3147,-82.9759,0,100,0,5,10,0,20,10,0
