"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","board.number","board.name","board.type","school.number","school.name","school.type","school.special.condition.code","school.level","school.language","grade.range","street","city","province","postal.code","enrolment","latitude","longitude","percentage.of.students.whose.first.language.is.not.english","percentage.of.students.whose.first.language.is.not.french","percentage.of.students.who.are.new.to.canada.from.a.non.english.speaking.country","percentage.of.students.who.are.new.to.canada.from.a.non.french.speaking.country","percentage.of.students.receiving.special.education.services","percentage.of.students.identified.as.gifted","percentage.of.school.aged.children.who.live.in.low.income.households","percentage.of.students.whose.parents.have.no.degree..diploma.or.certificate","confirmed_unidentified_cases"
2021-11-30,2021-12-01,"Peel District School Board","291986","Kindree Public School","Mississauga",2,0," 0",2,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","291986","Kindree Public School","Public","Not applicable","Elementary","English","JK-6","7370 Terragar Blvd","Mississauga","Ontario","L5N7L8","445",43.58316,-79.7892,50,100,20,20,10,0,10,5,0
2021-11-30,2021-12-01,"Peel District School Board","924008","Lorne Park Secondary School","Mississauga",1,1," 0",2,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","924008","Lorne Park Secondary School","Public","Not applicable","Secondary","English","9-12","1324 Lorne Park Rd","Mississauga","Ontario","L5H3B1","930",43.53146,-79.6247,28,99,2,1,15,6,12,3,0
2021-11-30,2021-12-01,"Peel District School Board","065223","Lougheed Middle School","Brampton",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","065223","Lougheed Middle School","Public","Not applicable","Elementary","English","6-8","475 Father Tobin Dr","Brampton","Ontario","L6R0J9","770",43.75672,-79.7724,69,100,9,9,14,0,15,8,0
2021-11-30,2021-12-01,"Peel District School Board","329215","Massey Street Public School","Brampton",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","329215","Massey Street Public School","Public","Not applicable","Elementary","English","JK-6","95 Massey St","Brampton","Ontario","L6S3A3","275",43.73791,-79.7467,35,95,15,15,10,0,20,10,0
2021-11-30,2021-12-01,"Peel District School Board","444522","McClure PS (Elementary)","Brampton",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","444522","McClure PS (Elementary)","Public","Not applicable","Elementary","English","JK-8","50 Parity Road","Brampton","Ontario","L6X5M8","845",43.67208,-79.7929,63,100,8,8,8,0,14,2,0
2021-11-30,2021-12-01,"Peel District School Board","382647","Nahani Way Public School","Mississauga",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","382647","Nahani Way Public School","Public","Not applicable","Elementary","English","JK-6","235 Nahani Way","Mississauga","Ontario","L4Z3J6","520",43.61473,-79.6507,52,99,13,13,11,0,27,6,0
2021-11-30,2021-12-01,"Peel District School Board","464171","Queen Elizabeth Senior Public School","Mississauga",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","464171","Queen Elizabeth Senior Public School","Public","Not applicable","Elementary","English","6-8","60 South Service Rd","Mississauga","Ontario","L5G2R9","335",43.56882,-79.5962,55,95,15,20,20,0,25,5,0
2021-11-30,2021-12-01,"Peel District School Board","330632","Rowntree Public School","Brampton",0,1," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","330632","Rowntree Public School","Public","Not applicable","Elementary","English","JK-6","254 Queen Mary Dr","Brampton","Ontario","L7A3L6","825",43.70695,-79.8191,52,100,10,11,10,0,14,5,0
2021-11-30,2021-12-01,"Peel District School Board","494011","Russell D Barber Public School","Brampton",13,1," 0",14,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","494011","Russell D Barber Public School","Public","Not applicable","Elementary","English","JK-6","255 North Park Dr","Brampton","Ontario","L6Y3M6","665",43.72342,-79.7511,39,100,8,8,19,0,15,3,0
2021-11-30,2021-12-01,"Peel District School Board","516430","Sir Winston Churchill Public School","Brampton",2,0," 0",2,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","516430","Sir Winston Churchill Public School","Public","Not applicable","Elementary","English","JK-8","89 Ardglen Dr","Brampton","Ontario","L6W1V1","355",43.68909,-79.7485,30,100,10,10,20,0,30,15,0
2021-11-30,2021-12-01,"Peel District School Board","031851","SouthFields Village (Elementary)","Caledon",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","031851","SouthFields Village (Elementary)","Public","Not applicable","Elementary","English","JK-8","110 LEARMONT AVE","CALEDON","Ontario","L7C3R1","985",43.75554,-79.826,41,100,2,1,17,0,10,2,0
2021-11-30,2021-12-01,"Peel District School Board","551040","Terry Fox Public School","Brampton",4,0," 0",4,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","551040","Terry Fox Public School","Public","Not applicable","Elementary","English","JK-6","95 Richvale Dr N","Brampton","Ontario","L6Z1Y6","570",43.73138,-79.7925,30,100,8,8,10,0,13,8,0
2021-11-30,2021-12-01,"Peel District School Board","619299","The Woodlands","Mississauga",0,1," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","619299","The Woodlands","Public","Not applicable","Elementary","English","6-8","3225 Erindale Station Rd","Mississauga","Ontario","L5C1Y5","210",43.56185,-79.6479,70,100,10,10,20,0,20,10,0
2021-11-30,2021-12-01,"Peel District School Board","954403","The Woodlands Secondary School","Mississauga",0,1," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","954403","The Woodlands Secondary School","Public","Not applicable","Secondary","English","9-12","3225 Erindale Station Rd","Mississauga","Ontario","L5C1Y5","1030",43.56291,-79.6478,63,100,8,8,11,36,18,6,0
2021-11-30,2021-12-01,"Peel District School Board","552259","Thomas Street Middle School","Mississauga",0,1," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","552259","Thomas Street Middle School","Public","Not applicable","Elementary","English","6-8","2640 Thomas St","Mississauga","Ontario","L5M5G8","945",43.56688,-79.7257,64,100,21,21,18,1,21,1,0
2021-11-30,2021-12-01,"Peel District School Board","552887","Thornwood Public School","Mississauga",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","552887","Thornwood Public School","Public","Not applicable","Elementary","English","JK-6","277 Mississauga Valley Blvd","Mississauga","Ontario","L5A1Y6","545",43.58898,-79.6205,72,100,43,42,9,0,39,8,0
2021-11-30,2021-12-01,"Peel District School Board","948187","T. L. Kennedy Secondary School","Mississauga",2,0," 0",2,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","948187","T. L. Kennedy Secondary School","Public","Not applicable","Secondary","English","9-12","3100 Hurontario St","Mississauga","Ontario","L5B1N7","840",43.58151,-79.6206,76,100,29,29,20,0,28,7,0
2021-11-30,2021-12-01,"Peel District School Board","006005","Tony Pontes (Elementary)","Caledon",1,0," 0",1,"B66125","Peel DSB","Pub Dist Sch Brd (E/F)","006005","Tony Pontes (Elementary)","Public","Not applicable","Elementary","English","JK-8","12872 Kennedy Road","Caledon","Ontario","L7C4E1","500",43.76033,-79.8377,55,100,0,0,15,0,5,0,0
2021-11-30,2021-12-01,"Peterborough Victoria Northum Clarington Catholic District School Board","706299","Good Shepherd Catholic Elementary School","Clarington",0,1," 0",1,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","706299","Good Shepherd Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","20 Farmington Dr","Courtice","Ontario","L1E3B9","530",43.90359,-78.7798,6,99,0,1,11,0,7,2,0
2021-11-30,2021-12-01,"Peterborough Victoria Northum Clarington Catholic District School Board","809535","St. Joseph Catholic Elementary School","Clarington",1,0," 0",1,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","809535","St. Joseph Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","90 Parkway Cres","Bowmanville","Ontario","L1C1C3","525",43.90281,-78.6751,4,98,1,0,8,0,8,1,0
2021-11-30,2021-12-01,"Peterborough Victoria Northum Clarington Catholic District School Board","843024","St. Paul Catholic Elementary School","Peterborough",5,0," 0",5,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","843024","St. Paul Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","1101 Hilliard St","Peterborough","Ontario","K9H5S3","330",44.33285,-78.3254,0,100,5,0,20,0,15,5,0
2021-11-30,2021-12-01,"Peterborough Victoria Northum Clarington Catholic District School Board","845361","St. Peter Catholic Secondary School","Peterborough",2,0," 0",2,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","845361","St. Peter Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","730 Medical Dr","Peterborough","Ontario","K9J8M4","1070",44.30848,-78.344,5,100,3,3,26,1,13,4,0
2021-11-30,2021-12-01,"Provincial and Demonstration Schools","417580","Ernest C Drury School for the Deaf","Milton",1,0," 0",1,"B76686","Provincial and Demonstration Schools","Provincial/Hospital","417580","Ernest C Drury School for the Deaf","Provincial","Deaf","Elementary","English","JK-8","255 Ontario St","Milton","Ontario","L9T2M5","100",43.51429,-79.8677,15,100,10,10,100,0,0,0,0
2021-11-30,2021-12-01,"Rainbow District School Board","002283","Adamsdale Public School","Greater Sudbury",1,1," 0",2,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","002283","Adamsdale Public School","Public","Not applicable","Elementary","English","JK-6","181 First Ave","Sudbury","Ontario","P3B3L3","195",46.49473,-80.9378,0,100,10,10,15,0,35,10,0
2021-11-30,2021-12-01,"Rainbow District School Board","009563","Alexander Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","009563","Alexander Public School","Public","Not applicable","Elementary","English","JK-8","39 St Brendan St","Sudbury","Ontario","P3E1K3","315",46.48524,-80.9952,0,100,0,0,5,0,15,5,0
2021-11-30,2021-12-01,"Rainbow District School Board","011550","Algonquin Road Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","011550","Algonquin Road Public School","Public","Not applicable","Elementary","English","JK-8","2650 Algonquin Rd E","Sudbury","Ontario","P3E4X6","340",46.43624,-80.9949,5,100,5,0,20,0,10,0,0
2021-11-30,2021-12-01,"Rainbow District School Board","084310","Carl A Nesbitt Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","084310","Carl A Nesbitt Public School","Public","Not applicable","Elementary","English","JK-8","1241 Roy St","Sudbury","Ontario","P3A3M5","235",46.52447,-80.9502,0,100,0,0,5,0,20,5,0
2021-11-30,2021-12-01,"Rainbow District School Board","901121","Chelmsford Valley District Composite School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","901121","Chelmsford Valley District Composite School","Public","Not applicable","Secondary","English","9-12","3594 144 Hwy","Chelmsford","Ontario","P0M1L0","170",46.5699,-81.1939,0,95,0,0,50,0,10,5,0
2021-11-30,2021-12-01,"Rainbow District School Board","107719","Churchill Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","107719","Churchill Public School","Public","Not applicable","Elementary","English","JK-8","1722 Fielding St","Sudbury","Ontario","P3A1P1","430",46.51866,-80.9344,0,100,0,5,35,0,25,5,0
2021-11-30,2021-12-01,"Rainbow District School Board","494578","Confederation Elementary School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","494578","Confederation Elementary School","Public","Not applicable","Elementary","English","7-8","1918 Main Street","Val Caron","Ontario","P3N1R8","110",46.61228,-81.0198,0,100,0,0,40,0,10,0,0
2021-11-30,2021-12-01,"Rainbow District School Board","895237","Confederation Secondary School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","494578","Confederation Elementary School","Public","Not applicable","Elementary","English","7-8","1918 Main Street","Val Caron","Ontario","P3N1R8","110",46.61228,-81.0198,0,100,0,0,40,0,10,0,0
2021-11-30,2021-12-01,"Rainbow District School Board","131008","Cyril Varney Public School","Greater Sudbury",2,0," 0",2,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","131008","Cyril Varney Public School","Public","Not applicable","Elementary","English","JK-6","1545 Gary St","Sudbury","Ontario","P3A4G5","270",46.53117,-80.9248,0,100,5,10,20,0,40,10,0
2021-11-30,2021-12-01,"Rainbow District School Board","004502","Ernie Checkeris Public School","Greater Sudbury",3,1," 0",4,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","004502","Ernie Checkeris Public School","Public","Not applicable","Elementary","English","JK-6","1570 Agincourt Ave","Sudbury","Ontario","P3A3K3","120",46.53187,-80.9523,0,100,0,0,0,0,20,10,0
2021-11-30,2021-12-01,"Rainbow District School Board","672785","Jean Hanson Public School","Greater Sudbury",0,1," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","672785","Jean Hanson Public School","Public","Not applicable","Elementary","English","JK-8","31 Tuddenham Ave","Sudbury","Ontario","P3C3E9","75",46.47526,-81.027,0,100,0,10,90,0,20,10,0
2021-11-30,2021-12-01,"Rainbow District School Board","308439","Lansdowne Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","308439","Lansdowne Public School","Public","Not applicable","Elementary","English","JK-8","185 Lansdowne St","Sudbury","Ontario","P3C4M1","270",46.49689,-81.003,5,100,10,10,25,0,40,10,0
2021-11-30,2021-12-01,"Rainbow District School Board","359529","Lasalle Elementary","Greater Sudbury",2,0," 0",2,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","359529","Lasalle Elementary","Public","Not applicable","Elementary","English","7-8","1545 Kennedy Street","Sudbury","Ontario","P3A2G1","NA",46.52479,-80.93887,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-11-30,2021-12-01,"Rainbow District School Board","923354","Lively District Secondary School","Greater Sudbury",2,0," 0",2,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","923354","Lively District Secondary School","Public","Not applicable","Secondary","English","9-12","265 Fifth Ave","Lively","Ontario","P3Y1M4","255",46.43686,-81.1418,5,100,0,0,30,0,5,5,0
2021-11-30,2021-12-01,"Rainbow District School Board","923613","Lockerby Composite School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","923613","Lockerby Composite School","Public","Not applicable","Secondary","English","9-12","1391 Ramsey View Crt","Sudbury","Ontario","P3E5T4","475",46.46535,-81.0054,5,100,0,0,15,0,10,0,0
2021-11-30,2021-12-01,"Rainbow District School Board","479403","Redwood Acres Public School","Greater Sudbury",4,0," 0",4,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","479403","Redwood Acres Public School","Public","Not applicable","Elementary","English","JK-6","4625 Carl St","Hanmer","Ontario","P3P1V1","310",46.65445,-80.9397,5,100,0,0,15,0,10,5,0
2021-11-30,2021-12-01,"Rainbow District School Board","136964","R. H. Murray Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","136964","R. H. Murray Public School","Public","Not applicable","Elementary","English","JK-8","3 Henry St RR 1","Whitefish","Ontario","P0M3E0","125",46.38024,-81.3161,0,100,0,0,10,0,5,0,0
2021-11-30,2021-12-01,"Rainbow District School Board","468070","R L Beattie Public School","Greater Sudbury",10,1," 0",11,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","468070","R L Beattie Public School","Public","Not applicable","Elementary","English","JK-6","102 Loach's Rd","Sudbury","Ontario","P3E2P7","655",46.4501,-80.9939,1,100,2,1,1,0,9,2,0
2021-11-30,2021-12-01,"Rainbow District School Board","569992","Valley View Public School","Greater Sudbury",2,0," 0",2,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","569992","Valley View Public School","Public","Not applicable","Elementary","English","JK-8","1840 Valleyview Rd","Val Caron","Ontario","P3N1S1","620",46.59533,-81.0169,1,99,0,0,9,0,9,3,0
2021-11-30,2021-12-01,"Rainbow District School Board","314935","Walden Public School","Greater Sudbury",3,0," 0",3,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","314935","Walden Public School","Public","Not applicable","Elementary","English","JK-6","249 Sixth Ave","Greater Sudbury","Ontario","P3Y1M4","465",46.43877,-81.1408,0,100,0,0,15,0,0,0,0
2021-11-30,2021-12-01,"Renfrew County Catholic District School Board","B67199","Board Site","Pembroke",0,1," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-11-30,2021-12-01,"Renfrew County District School Board","892416","Arnprior District High School","Arnprior",1,0," 0",1,"B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)","892416","Arnprior District High School","Public","Not applicable","Secondary","English","9-12","59 Ottawa St","Arnprior","Ontario","K7S1X2","580",45.43902,-76.3539,2,99,1,0,22,0,13,3,0
2021-11-30,2021-12-01,"Renfrew County District School Board","100757","Champlain Discovery Public School","Pembroke",1,0," 0",1,"B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)","100757","Champlain Discovery Public School","Public","Not applicable","Elementary","English","JK-8","390 Bell St","Pembroke","Ontario","K8A2K5","435",45.81569,-77.0996,0,100,0,0,25,0,20,5,0
2021-11-30,2021-12-01,"Renfrew County District School Board","113956","Cobden District Public School","Whitewater Region",1,0," 0",1,"B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)","113956","Cobden District Public School","Public","Not applicable","Elementary","English","JK-8","16 Cowley St","Cobden","Ontario","K0J1K0","370",45.62802,-76.8836,0,100,0,0,20,0,20,10,0
2021-11-30,2021-12-01,"Renfrew County District School Board","256307","Highview Public School","Pembroke",2,0," 0",2,"B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)","256307","Highview Public School","Public","Not applicable","Elementary","English","JK-8","320 Herbert St","Pembroke","Ontario","K8A2Y4","435",45.8233,-77.1047,5,95,0,0,20,0,20,10,0
2021-11-30,2021-12-01,"Renfrew County District School Board","123885","Valour JK to 12 School - Elementary School","Petawawa",1,0," 0",1,"B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)","123885","Valour JK to 12 School - Elementary School","Public","Not applicable","Elementary","English","JK-8","19 Leeder Lane","Petawawa","Ontario","K8H0B8","835",45.89526,-77.257,3,98,0,1,16,0,6,3,0
2021-11-30,2021-12-01,"Simcoe County District School Board","277495","Alcona Glen Elementary School","Innisfil",0,1," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","277495","Alcona Glen Elementary School","Public","Not applicable","Elementary","English","JK-8","1310 Innisfil Beach Road","Innisfil","Ontario","L9S4B7","710",44.31145,-79.5655,13,100,2,1,14,0,16,2,0
2021-11-30,2021-12-01,"Simcoe County District School Board","011584","Algonquin Ridge Elementary School","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","011584","Algonquin Ridge Elementary School","Public","Not applicable","Elementary","English","JK-8","191 Golden Meadow Rd","Barrie","Ontario","L4N9R6","500",44.36861,-79.644,5,100,0,0,15,0,10,0,0
2021-11-30,2021-12-01,"Simcoe County District School Board","305731","Andrew Hunter Elementary School","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","305731","Andrew Hunter Elementary School","Public","Not applicable","Elementary","English","JK-8","59 Lampman Lane","Barrie","Ontario","L4N5G4","375",44.39124,-79.7262,5,100,0,0,35,0,25,15,0
2021-11-30,2021-12-01,"Simcoe County District School Board","505808","Ardagh Bluffs Public School","Barrie",4,0," 0",4,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","505808","Ardagh Bluffs Public School","Public","Not applicable","Elementary","English","JK-8","159 Summerset Drive","Barrie","Ontario","L4N6H2","640",44.35467,-79.7271,8,100,2,2,16,1,9,3,0
2021-11-30,2021-12-01,"Simcoe County District School Board","893323","Barrie North Collegiate Institute","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","893323","Barrie North Collegiate Institute","Public","Not applicable","Secondary","English","9-12","110 Grove St E","Barrie","Ontario","L4M2P3","1150",44.40051,-79.6889,6,100,1,1,26,7,17,8,0
2021-11-30,2021-12-01,"Simcoe County District School Board","032298","Birchview Dunes Elementary School","Wasaga Beach",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","032298","Birchview Dunes Elementary School","Public","Not applicable","Elementary","English","JK-8","1315 River Rd W","Wasaga Beach","Ontario","L9Z2W6","710",44.51183,-80.0248,2,100,1,1,18,0,24,6,0
2021-11-30,2021-12-01,"Simcoe County District School Board","185973","Cookstown Central Public School","Innisfil",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","185973","Cookstown Central Public School","Public","Not applicable","Elementary","English","JK-8","5088 Cty Rd 27","Cookstown","Ontario","L0L1L0","580",44.196,-79.7035,8,100,0,1,19,9,7,3,0
2021-11-30,2021-12-01,"Simcoe County District School Board","130893","Cundles Heights Public School","Barrie",3,0," 0",3,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","130893","Cundles Heights Public School","Public","Not applicable","Elementary","English","JK-8","60 Cundles Rd E","Barrie","Ontario","L4M2Z7","330",44.40799,-79.699,5,100,5,5,25,0,30,10,0
2021-11-30,2021-12-01,"Simcoe County District School Board","908274","Elmvale District High School","Springwater",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","908274","Elmvale District High School","Public","Not applicable","Secondary","English","9-12","25 Lawson Ave","Elmvale","Ontario","L0L1P0","400",44.57957,-79.8648,0,100,0,0,25,0,15,5,0
2021-11-30,2021-12-01,"Simcoe County District School Board","181323","Emma King Elementary School","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","181323","Emma King Elementary School","Public","Not applicable","Elementary","English","JK-8","383 Cundles Rd W","Barrie","Ontario","L4N7C7","390",44.3965,-79.7318,15,100,5,0,10,0,10,0,0
2021-11-30,2021-12-01,"Simcoe County District School Board","181757","Ernest Cumberland Elementary School","New Tecumseth",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","181757","Ernest Cumberland Elementary School","Public","Not applicable","Elementary","English","JK-8","160 Eighth Ave","Alliston","Ontario","L9R1A5","605",44.14253,-79.8815,7,100,3,2,15,0,11,8,0
2021-11-30,2021-12-01,"Simcoe County District School Board","195812","Ferndale Woods Elementary School","Barrie",3,0," 0",3,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","195812","Ferndale Woods Elementary School","Public","Not applicable","Elementary","English","JK-8","170 Ferndale Dr S","Barrie","Ontario","L4N8A1","660",44.35795,-79.7161,12,100,4,4,16,1,11,4,0
2021-11-30,2021-12-01,"Simcoe County District School Board","384550","Fieldcrest Elementary School","Bradford West Gwillimbury",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","384550","Fieldcrest Elementary School","Public","Not applicable","Elementary","English","JK-8","100 Professor Day Dr","Bradford","Ontario","L3Z2B5","880",44.11542,-79.5813,32,100,5,4,12,0,13,6,0
2021-11-30,2021-12-01,"Simcoe County District School Board","485183","Hewitt's Creek Public School","Barrie",4,0," 0",4,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","485183","Hewitt's Creek Public School","Public","Not applicable","Elementary","English","JK-8","41 Sandringham Drive","Barrie","Ontario","L4N0J9","685",44.35964,-79.6213,15,100,2,2,13,0,9,1,0
2021-11-30,2021-12-01,"Simcoe County District School Board","257346","Hillcrest Public School","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","257346","Hillcrest Public School","Public","Not applicable","Elementary","English","JK-8","184 Toronto St","Barrie","Ontario","L4N1V5","550",44.39403,-79.6989,9,100,5,4,17,0,24,15,0
2021-11-30,2021-12-01,"Simcoe County District School Board","263079","Holly Meadows Elementary School","Barrie",1,1," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","263079","Holly Meadows Elementary School","Public","Not applicable","Elementary","English","JK-8","151 Mapleton Ave","Barrie","Ontario","L4N9N7","605",44.34017,-79.715,12,100,4,4,18,1,12,3,0
2021-11-30,2021-12-01,"Simcoe County District School Board","225946","Hyde Park Public School","Barrie",2,0," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","225946","Hyde Park Public School","Public","Not applicable","Elementary","English","JK-8","72 The Queensway","Barrie","Ontario","L4M7J3","645",44.35975,-79.6069,13,100,6,6,14,1,10,1,0
2021-11-30,2021-12-01,"Simcoe County District School Board","918253","Innisdale Secondary School","Barrie",1,1," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","918253","Innisdale Secondary School","Public","Not applicable","Secondary","English","9-12","87 Little Ave","Barrie","Ontario","L4N4K8","1700",44.36064,-79.6837,9,99,2,2,19,1,10,3,0
2021-11-30,2021-12-01,"Simcoe County District School Board","087934","Lions Oval Public School","Orillia",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","087934","Lions Oval Public School","Public","Not applicable","Elementary","English","JK-8","25 BRANT ST","ORILLIA","Ontario","L3V3N6","440",44.61236,-79.4243,0,95,5,0,25,0,35,15,0
2021-11-30,2021-12-01,"Simcoe County District School Board","334820","Maple Grove Public School","Barrie",8,0," 0",8,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","334820","Maple Grove Public School","Public","Not applicable","Elementary","English","JK-8","242 Grove St E","Barrie","Ontario","L4M2P9","490",44.40595,-79.6785,15,100,0,0,20,0,20,10,0
2021-11-30,2021-12-01,"Simcoe County District School Board","419346","Orchard Park Elementary School","Orillia",2,0," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","419346","Orchard Park Elementary School","Public","Not applicable","Elementary","English","JK-8","24 Calverley St","Orillia","Ontario","L3V3T4","510",44.61993,-79.4311,8,100,1,1,21,1,17,3,0
2021-11-30,2021-12-01,"Simcoe County District School Board","968729","Orillia Secondary School","Orillia",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","968729","Orillia Secondary School","Public","Not applicable","Secondary","English","9-12","250 Collegiate Drive","Orillia","Ontario","L3V7S5","1115",44.61232,-79.4342,2,99,0,1,26,1,12,8,0
2021-11-30,2021-12-01,"Simcoe County District School Board","480037","Regent Park Public School","Orillia",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","480037","Regent Park Public School","Public","Not applicable","Elementary","English","JK-8","485 Regent St","Orillia","Ontario","L3V4E2","495",44.59856,-79.3979,0,100,0,0,25,0,30,15,0
2021-11-30,2021-12-01,"Simcoe County District School Board","636037","Severn Shores Public School","Severn",7,0," 0",7,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","636037","Severn Shores Public School","Public","Not applicable","Elementary","English","JK-8","2746 Cumberland Road","Orillia","Ontario","L3V6H3","425",44.70246,-79.3903,0,100,0,0,20,0,15,10,0
2021-11-30,2021-12-01,"Simcoe County District School Board","945196","Stayner Collegiate Institute","Clearview",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","945196","Stayner Collegiate Institute","Public","Not applicable","Secondary","English","9-12","7578 Hwy 26 RR 2","Stayner","Ontario","L0M1S0","285",44.42695,-80.097,0,100,0,0,30,0,10,0,0
