Date,ACT_Hsi_RSS01,ACT_Hsi_RSS02,ACT_Hsi_RSS03,ACT_Hsi_RSS04,ACT_Hsi_RSS05,ACT_Hsi_RSS06,ACT_Hsi_RSS07,ACT_Hsi_RSS08,ACT_Hsi_RSS09,ACT_Hsi_RSS10,ACT_Hsi_RSS11,ACT_Hsi_RSS12,ACT_Hsi_RSS13,ACT_Hsi_RSS14,ACT_Hsi_RSS15,ACT_Hsi_RSS16,ACT_Hsi_RSS17,ACT_Hsi_RSS18,ACT_Hsi_RSS99,ACT_Si_RSS01,ACT_Si_RSS02,ACT_Si_RSS03,ACT_Si_RSS04,ACT_Si_RSS05,ACT_Si_RSS06,ACT_Si_RSS07,ACT_Si_RSS08,ACT_Si_RSS09,ACT_Si_RSS10,ACT_Si_RSS11,ACT_Si_RSS12,ACT_Si_RSS13,ACT_Si_RSS14,ACT_Si_RSS15,ACT_Si_RSS16,ACT_Si_RSS17,ACT_Si_RSS18,ACT_Si_RSS99,ACT_Total_RSS01,ACT_Total_RSS02,ACT_Total_RSS03,ACT_Total_RSS04,ACT_Total_RSS05,ACT_Total_RSS06,ACT_Total_RSS07,ACT_Total_RSS08,ACT_Total_RSS09,ACT_Total_RSS10,ACT_Total_RSS11,ACT_Total_RSS12,ACT_Total_RSS13,ACT_Total_RSS14,ACT_Total_RSS15,ACT_Total_RSS16,ACT_Total_RSS17,ACT_Total_RSS18,ACT_Total_RSS99
05/04/2020,1,0,24,60,39,1055,9,2,0,0,0,0,107,49,40,213,0,0,1599,1,1,6,6,1,139,2,0,0,0,0,6,15,13,6,22,0,0,218,2,1,30,66,40,1194,11,2,0,0,0,6,122,62,46,235,0,0,1817
05/03/2020,1,0,22,62,40,1011,6,2,0,0,0,0,103,52,41,208,0,0,1548,1,1,6,5,2,137,2,0,0,0,0,6,14,15,7,21,0,0,217,2,1,28,67,42,1148,8,2,0,0,0,6,117,67,48,229,0,0,1765
05/02/2020,2,0,22,59,40,1005,7,2,0,0,0,0,101,53,38,203,0,0,1532,1,1,7,5,2,136,2,0,0,0,0,7,14,14,7,20,0,0,216,3,1,29,64,42,1141,9,2,0,0,0,7,115,67,45,223,0,0,1748
05/01/2020,2,0,23,62,43,979,5,2,0,0,0,0,100,52,37,204,0,0,1509,1,1,7,4,2,146,2,0,0,0,0,7,15,13,6,18,0,0,222,3,1,30,66,45,1125,7,2,0,0,0,7,115,65,43,222,0,0,1731
04/30/2020,2,2,21,69,45,966,3,2,0,0,0,0,96,50,40,195,0,0,1491,1,0,8,4,2,141,2,0,0,0,0,7,13,14,6,20,0,0,218,3,2,29,73,47,1107,5,2,0,0,0,7,109,64,46,215,0,0,1709
04/29/2020,2,2,20,70,46,948,4,1,0,0,0,0,93,53,39,185,1,0,1464,1,0,9,3,2,138,2,0,0,0,0,7,11,14,5,21,0,0,213,3,2,29,73,48,1086,6,1,0,0,0,7,104,67,44,206,1,0,1677
04/28/2020,2,3,19,77,45,920,3,1,0,0,0,0,90,48,38,176,1,0,1423,1,0,9,3,2,144,4,0,0,0,0,8,11,15,6,19,0,0,222,3,3,28,80,47,1064,7,1,0,0,0,8,101,63,44,195,1,0,1645
04/27/2020,3,5,22,76,45,891,3,2,0,0,0,0,85,44,38,187,1,0,1402,0,0,8,4,2,140,4,0,0,0,0,8,11,14,6,20,0,0,217,3,5,30,80,47,1031,7,2,0,0,0,8,96,58,44,207,1,0,1619
04/26/2020,3,4,23,71,44,820,3,2,0,0,0,0,90,44,43,180,1,0,1328,0,0,8,5,3,134,4,0,0,0,0,7,11,14,6,18,0,0,210,3,4,31,76,47,954,7,2,0,0,0,7,101,58,49,198,1,0,1538
04/25/2020,2,5,21,71,38,824,5,2,0,0,0,0,91,45,34,173,1,0,1312,0,0,7,4,4,132,2,0,0,0,0,8,11,13,5,18,0,0,204,2,5,28,75,42,956,7,2,0,0,0,8,102,58,39,191,1,0,1516
04/24/2020,2,5,22,74,37,834,6,2,0,0,0,0,85,43,33,153,1,0,1297,0,0,6,4,4,136,1,0,0,0,0,8,12,13,5,19,0,0,208,2,5,28,78,41,970,7,2,0,0,0,8,97,56,38,172,1,0,1505
04/23/2020,2,4,21,71,40,797,3,2,0,0,0,0,82,33,22,155,1,0,1233,0,0,8,7,5,144,3,0,0,0,0,9,12,12,7,20,0,0,227,2,4,29,78,45,941,6,2,0,0,0,9,94,45,29,175,1,0,1460
04/22/2020,2,3,22,79,36,757,5,2,0,0,0,0,82,34,21,159,1,0,1203,0,0,5,5,5,138,3,0,0,0,0,7,12,7,7,18,0,0,207,2,3,27,84,41,895,8,2,0,0,0,7,94,41,28,177,1,0,1410
04/21/2020,1,3,21,70,37,674,4,2,0,0,0,1,77,31,17,138,1,0,1077,1,0,5,5,6,131,3,0,0,0,0,6,12,6,7,17,0,0,199,2,3,26,75,43,805,7,2,0,0,0,7,89,37,24,155,1,0,1276
04/20/2020,1,4,26,60,38,644,0,2,0,0,0,2,68,33,16,127,1,0,1022,1,0,7,5,5,129,9,0,0,0,0,5,13,6,7,14,0,0,201,2,4,33,65,43,773,9,2,0,0,0,7,81,39,23,141,1,0,1223
04/19/2020,1,4,26,62,38,605,0,2,0,0,0,2,63,28,16,122,1,0,970,1,0,7,5,5,125,9,0,0,0,0,5,12,5,7,17,0,0,198,2,4,33,67,43,730,9,2,0,0,0,7,75,33,23,139,1,0,1168
04/18/2020,2,7,26,61,36,563,0,4,0,0,0,4,62,34,14,103,1,0,917,1,0,7,6,5,114,9,0,0,0,0,5,11,5,8,12,0,0,183,3,7,33,67,41,677,9,4,0,0,0,9,73,39,22,115,1,0,1100
04/17/2020,2,6,24,56,35,540,0,5,0,0,0,3,68,32,8,99,1,0,879,1,0,8,7,5,120,9,0,0,0,0,5,13,6,8,11,0,0,193,3,6,32,63,40,660,9,5,0,0,0,8,81,38,16,110,1,0,1072
04/16/2020,1,3,31,43,42,490,0,3,0,0,1,7,57,33,10,100,1,0,822,1,0,9,7,7,120,9,0,0,0,0,3,15,6,9,10,0,0,196,2,3,40,50,49,610,9,3,0,0,1,10,72,39,19,110,1,0,1018
04/15/2020,0,3,30,42,48,467,0,3,0,0,0,6,58,34,9,87,1,0,788,2,0,10,7,6,117,10,0,0,0,0,2,11,6,9,7,0,0,187,2,3,40,49,54,584,10,3,0,0,0,8,69,40,18,94,1,0,975
04/14/2020,1,3,30,38,48,441,0,3,0,0,0,5,53,28,9,77,1,0,737,1,0,10,7,7,116,9,0,0,0,0,2,10,7,9,12,0,0,190,2,3,40,45,55,557,9,3,0,0,0,7,63,35,18,89,1,0,927
04/13/2020,0,2,30,39,43,420,1,4,0,0,0,4,52,37,8,89,1,0,730,1,0,10,8,10,101,7,0,0,0,0,2,9,0,9,4,0,0,161,1,2,40,47,53,521,8,4,0,0,0,6,61,37,17,93,1,0,891
04/12/2020,0,2,29,36,38,382,1,5,0,0,0,4,44,37,5,80,1,0,664,1,0,12,11,11,102,3,0,0,0,0,2,12,0,7,5,0,0,166,1,2,41,47,49,484,4,5,0,0,0,6,56,37,12,85,1,0,830
04/11/2020,0,1,27,32,41,365,0,5,0,0,0,5,38,36,7,76,1,0,634,1,0,12,11,11,96,3,0,0,0,0,2,10,0,5,5,0,0,156,1,1,39,43,52,461,3,5,0,0,0,7,48,36,12,81,1,0,790
04/10/2020,0,2,29,30,36,356,0,5,0,0,0,5,36,35,9,68,1,0,612,1,0,12,11,12,90,3,0,0,0,0,1,9,0,4,3,0,0,146,1,2,41,41,48,446,3,5,0,0,0,6,45,35,13,71,1,0,758
